"Commune","Qté tot réc par les caves particulières (hl)","Part Vins AOP rouge/rosé réc (%)","Part Vins AOP blanc réc (%)","Part Vins IGP rouge/rosé réc (%)","Part Vins IGP blanc réc (%)","Part Vins sans IG et autres rouge/rosé réc (%)","Part Vins sans IG et autres blanc réc (%)","Accès au graphique de la part des types de vin / couleur","code"
"73- CHINDRIEUX","761","63.6","18.7","0","0","12.3","5.4","url:../graphs/rpart/rpart_c2079.html;D'autres informations","73"
"73- CRUET","1965","42.8","50.9","0","2.8","3.3","0.3","url:../graphs/rpart/rpart_c2080.html;D'autres informations","73"
"73- SAINT-GENIX-SUR-GUIERS","457","0","0","29.6","56.9","4.9","8.6","url:../graphs/rpart/rpart_c2086.html;D'autres informations","73"
"73- BRISON-SAINT-INNOCENT","693","31.1","54.7","0","0","5.9","8.3","url:../graphs/rpart/rpart_c2077.html;D'autres informations","73"
"73- BILLIEME","560","24.3","65.9","0","0","0.9","8.9","url:../graphs/rpart/rpart_c2076.html;D'autres informations","73"
"73- CHIGNIN","8914","16.6","81.1","0","0","0.7","1.6","url:../graphs/rpart/rpart_c2078.html;D'autres informations","73"
"73- MYANS","2722","5.3","91","0","0","1.4","2.2","url:../graphs/rpart/rpart_c2084.html;D'autres informations","73"
"73- AIX-LES-BAINS","168","19.6","43.4","0","0","4.5","32.5","url:../graphs/rpart/rpart_c2073.html;D'autres informations","73"
"73-LES MOLLETTES","858","0","0","19","77.4","0.2","3.4","url:../graphs/rpart/rpart_c2093.html;D'autres informations","73"
"73- SAINT-BALDOPH","1925","4.4","92.5","0","0.3","1.4","1.4","url:../graphs/rpart/rpart_c2085.html;D'autres informations","73"
"73- APREMONT","11594","5.9","90.9","0.2","2.3","0.1","0.6","url:../graphs/rpart/rpart_c2074.html;D'autres informations","73"
"73- SAINT-PIERRE-D'ALBIGNY","519","47.6","34.1","0","0","16.1","2.2","url:../graphs/rpart/rpart_c2088.html;D'autres informations","73"
"73-LA MOTTE-SERVOLEX","233","0","26.2","21.5","20.2","24.6","7.5","url:../graphs/rpart/rpart_c2091.html;D'autres informations","73"
"73- SAINT-PIERRE-DE-SOUCY","1160","0","12","13.8","68.3","4.1","1.8","url:../graphs/rpart/rpart_c2089.html;D'autres informations","73"
"73- FRETERIVE","5862","48.4","43.9","2.8","3.7","1.1","0","url:../graphs/rpart/rpart_c2082.html;D'autres informations","73"
"73- SAINT-JEAN-DE-CHEVELU","527","35.2","53","1.1","4.4","3","3.2","url:../graphs/rpart/rpart_c2087.html;D'autres informations","73"
"73-LES MARCHES","16167","10.5","83.1","0.3","2.5","1.6","2","url:../graphs/rpart/rpart_c2092.html;D'autres informations","73"
"73- FRANCIN","244","0","94.8","0","4.9","0.3","0","url:../graphs/rpart/rpart_c2081.html;D'autres informations","73"
"81- LABRUGUIERE","280","0","0","0","0","60.7","39.3","url:../graphs/rpart/rpart_c2128.html;D'autres informations","81"
"81- LISLE-SUR-TARN","29115","25.7","14.1","38","6.7","10.7","4.7","url:../graphs/rpart/rpart_c2131.html;D'autres informations","81"
"81- RABASTENS","2374","43","12.9","19.7","12.1","12.3","0","url:../graphs/rpart/rpart_c2135.html;D'autres informations","81"
"81- CADALEN","5343","37.1","13.3","38","0","9.1","2.5","url:../graphs/rpart/rpart_c2120.html;D'autres informations","81"
"81- LAUTREC","219","0","0","0","0","100","0","url:../graphs/rpart/rpart_c2130.html;D'autres informations","81"
"81- COUFOULEUX","263","66.9","0","0","0","32.7","0.3","url:../graphs/rpart/rpart_c2124.html;D'autres informations","81"
"81- GAILLAC","25423","33.5","16","23.7","14","7","5.8","url:../graphs/rpart/rpart_c2125.html;D'autres informations","81"
"81- VILLENEUVE-SUR-VERE","713","21.2","12.6","44.3","14.4","6.4","1","url:../graphs/rpart/rpart_c2140.html;D'autres informations","81"
"81- LOMBERS","243","0","0","0","0","100","0","url:../graphs/rpart/rpart_c2132.html;D'autres informations","81"
"81- MONTANS","6967","42.1","10.1","37.5","0.7","9.2","0.5","url:../graphs/rpart/rpart_c2133.html;D'autres informations","81"
"81- CESTAYROLS","5441","21.5","8.7","50.5","16.7","1.1","1.4","url:../graphs/rpart/rpart_c2123.html;D'autres informations","81"
"81- CASTELNAU-DE-MONTMIRAL","3956","6.9","2.3","20.8","30.9","13","26.2","url:../graphs/rpart/rpart_c2122.html;D'autres informations","81"
"81- BRENS","1741","8.1","2.7","62.5","0","22.8","3.9","url:../graphs/rpart/rpart_c2116.html;D'autres informations","81"
"81- SENOUILLAC","20191","12.9","8.9","23.3","35.2","8.5","11.2","url:../graphs/rpart/rpart_c2137.html;D'autres informations","81"
"81- GRAULHET","421","0","0","34.9","0","64.2","0.9","url:../graphs/rpart/rpart_c2126.html;D'autres informations","81"
"81- BROZE","6155","34.8","10","21.8","10.3","9.7","13.4","url:../graphs/rpart/rpart_c2117.html;D'autres informations","81"
"81- CABANES","837","0","0","63","2.4","22.7","11.9","url:../graphs/rpart/rpart_c2119.html;D'autres informations","81"
"81-LE VERDIER","3926","8","2.1","13.2","8","50.9","17.9","url:../graphs/rpart/rpart_c2142.html;D'autres informations","81"
"81- VIEUX","3219","2.9","3.5","30.9","43","2","17.6","url:../graphs/rpart/rpart_c2139.html;D'autres informations","81"
"81- CAHUZAC-SUR-VERE","8730","20.2","11.8","24.3","13","10","20.7","url:../graphs/rpart/rpart_c2121.html;D'autres informations","81"
"81- NOAILLES","1269","9.5","19.9","40.6","28","0","2","url:../graphs/rpart/rpart_c2134.html;D'autres informations","81"
"81- BUSQUE","1361","7.2","3.3","57.4","4.4","27.7","0","url:../graphs/rpart/rpart_c2118.html;D'autres informations","81"
"81- SOUEL","2028","24.9","22.8","9","8.6","10.2","24.5","url:../graphs/rpart/rpart_c2138.html;D'autres informations","81"
"81- ANDILLAC","800","8.8","3.1","38","30.7","3.9","15.6","url:../graphs/rpart/rpart_c2115.html;D'autres informations","81"
"81- LAGRAVE","7095","20","7","28.4","2.7","29.7","12.1","url:../graphs/rpart/rpart_c2129.html;D'autres informations","81"
"81- VIRAC","704","0","0","80.1","19.3","0.6","0","url:../graphs/rpart/rpart_c2141.html;D'autres informations","81"
"81- LABASTIDE-DE-LEVIS","343","15.4","6.4","31.5","2.9","39.4","4.4","url:../graphs/rpart/rpart_c2127.html;D'autres informations","81"
"81- SAINTE-CECILE-DU-CAYROU","3004","12.4","5.6","10.9","19.2","41.6","10.3","url:../graphs/rpart/rpart_c2136.html;D'autres informations","81"
"82- CAMPSAS","8938","85.9","0","3.7","1.4","8.5","0.4","url:../graphs/rpart/rpart_c2145.html;D'autres informations","82"
"82- LABASTIDE-DU-TEMPLE","542","0","0","72.7","0","15.5","11.8","url:../graphs/rpart/rpart_c2147.html;D'autres informations","82"
"82- VAISSAC","1040","14.1","0","9.6","11.1","57","8.2","url:../graphs/rpart/rpart_c2156.html;D'autres informations","82"
"82- MONTPEZAT-DE-QUERCY","889","54.2","0","16.5","0","29.3","0","url:../graphs/rpart/rpart_c2153.html;D'autres informations","82"
"82- DUNES","1132","5.5","0","35.1","0","59.5","0","url:../graphs/rpart/rpart_c2146.html;D'autres informations","82"
"82- MONCLAR-DE-QUERCY","165","12.1","0","59.5","0","28.4","0","url:../graphs/rpart/rpart_c2149.html;D'autres informations","82"
"82-LA SALVETAT-BELMONTET","182","0","0","73.2","16.4","10.4","0","url:../graphs/rpart/rpart_c2157.html;D'autres informations","82"
"82- LABASTIDE-SAINT-PIERRE","6832","44.3","0","37","3","15","0.8","url:../graphs/rpart/rpart_c2148.html;D'autres informations","82"
"82- REALVILLE","1121","0","0","29.4","11.2","59.4","0","url:../graphs/rpart/rpart_c2155.html;D'autres informations","82"
"82- ALBIAS","2003","9","0","74.3","15.5","1.3","0","url:../graphs/rpart/rpart_c2143.html;D'autres informations","82"
"82- MONTALZAT","880","16.7","0","35.7","0","47.6","0","url:../graphs/rpart/rpart_c2150.html;D'autres informations","82"
"82- MONTAUBAN","348","0","0","33.9","0","66.1","0","url:../graphs/rpart/rpart_c2151.html;D'autres informations","82"
"82- PUYLAROQUE","1208","41.5","0","0","0","58.5","0","url:../graphs/rpart/rpart_c2154.html;D'autres informations","82"
"82- BRESSOLS","568","0","0","42.7","0","57.3","0","url:../graphs/rpart/rpart_c2144.html;D'autres informations","82"
"82- MONTBARTIER","763","0","0","99.1","0","0.9","0","url:../graphs/rpart/rpart_c2152.html;D'autres informations","82"
"83- SAINT-ANTONIN-DU-VAR","3256","87.2","2.8","5.9","2.6","1.5","0","url:../graphs/rpart/rpart_c2191.html;D'autres informations","83"
"83- FLASSANS-SUR-ISSOLE","13720","57.2","1.8","38.3","1.6","1.1","0","url:../graphs/rpart/rpart_c2175.html;D'autres informations","83"
"83- GONFARON","11548","68.2","2.4","28.1","0.8","0.5","0","url:../graphs/rpart/rpart_c2178.html;D'autres informations","83"
"83-LA MOLE","1672","76.2","11.3","10.8","1.7","0","0","url:../graphs/rpart/rpart_c2204.html;D'autres informations","83"
"83-LA CELLE","12281","58.4","4.6","31.3","5.7","0","0","url:../graphs/rpart/rpart_c2200.html;D'autres informations","83"
"83-LE CASTELLET","11874","72.6","5.3","18.7","1.8","1.5","0.2","url:../graphs/rpart/rpart_c2210.html;D'autres informations","83"
"83- DRAGUIGNAN","3465","87.6","6.3","4.2","1.9","0","0","url:../graphs/rpart/rpart_c2171.html;D'autres informations","83"
"83-LE VAL","2494","74.9","19.7","5.2","0","0.2","0","url:../graphs/rpart/rpart_c2214.html;D'autres informations","83"
"83- COTIGNAC","9090","77.4","1.4","19.5","1.6","0","0","url:../graphs/rpart/rpart_c2169.html;D'autres informations","83"
"83- SAINT-JULIEN","303","0","0","100","0","0","0","url:../graphs/rpart/rpart_c2193.html;D'autres informations","83"
"83- VIDAUBAN","19577","77.2","2.1","19","1.3","0.4","0","url:../graphs/rpart/rpart_c2197.html;D'autres informations","83"
"83- CABASSE","5708","56.4","5.7","35.1","2.8","0.1","0","url:../graphs/rpart/rpart_c2163.html;D'autres informations","83"
"83-LA ROQUEBRUSSANNE","4794","78.5","6.2","11.2","2.5","1.5","0","url:../graphs/rpart/rpart_c2206.html;D'autres informations","83"
"83-LA CROIX-VALMER","5079","90.8","6.8","1.3","0.3","0.9","0","url:../graphs/rpart/rpart_c2202.html;D'autres informations","83"
"83- COGOLIN","6285","67.4","4.9","7.3","1.2","19","0.1","url:../graphs/rpart/rpart_c2167.html;D'autres informations","83"
"83- GASSIN","12742","85.3","7.4","5.2","1.1","1","0","url:../graphs/rpart/rpart_c2177.html;D'autres informations","83"
"83-LE LUC","11661","83.1","4","8.9","0.4","3.2","0.3","url:../graphs/rpart/rpart_c2211.html;D'autres informations","83"
"83- FAYENCE","992","0","0","88.6","5.8","5.5","0","url:../graphs/rpart/rpart_c2173.html;D'autres informations","83"
"83- PUGET-SUR-ARGENS","2676","49.3","5.2","28.9","5.5","11.1","0","url:../graphs/rpart/rpart_c2186.html;D'autres informations","83"
"83- LORGUES","18621","74.5","13.9","10.3","1.3","0","0","url:../graphs/rpart/rpart_c2181.html;D'autres informations","83"
"83- PIGNANS","7037","90.9","6.9","2.2","0","0","0","url:../graphs/rpart/rpart_c2183.html;D'autres informations","83"
"83- BRUE-AURIAC","8218","50.3","0","32.2","7.2","5.2","5.1","url:../graphs/rpart/rpart_c2162.html;D'autres informations","83"
"83-LE BEAUSSET","8122","88.9","4.2","6.3","0.5","0.1","0","url:../graphs/rpart/rpart_c2208.html;D'autres informations","83"
"83- SAINT-TROPEZ","740","74.1","8.9","16.2","0","0.9","0","url:../graphs/rpart/rpart_c2195.html;D'autres informations","83"
"83-LE PRADET","1243","92","5.3","1","0.5","1.2","0","url:../graphs/rpart/rpart_c2213.html;D'autres informations","83"
"83-LE MUY","5329","86.4","5.6","4.2","0.5","3.3","0","url:../graphs/rpart/rpart_c2212.html;D'autres informations","83"
"83- CARNOULES","3888","86.2","2.7","8.9","0.7","1.4","0","url:../graphs/rpart/rpart_c2166.html;D'autres informations","83"
"83- GRIMAUD","1784","67.6","5.2","0","0","22.9","4.3","url:../graphs/rpart/rpart_c2179.html;D'autres informations","83"
"83- SAINT-MAXIMIN-LA-SAINTE-BAUME","10326","35","1.2","56.8","6.7","0.1","0.3","url:../graphs/rpart/rpart_c2194.html;D'autres informations","83"
"83- ROQUEBRUNE-SUR-ARGENS","6344","70.5","4.8","14.2","2.4","7.7","0.3","url:../graphs/rpart/rpart_c2190.html;D'autres informations","83"
"83- POURRIERES","13618","77.4","1.9","17.9","1.8","0.8","0.1","url:../graphs/rpart/rpart_c2185.html;D'autres informations","83"
"83- FIGANIERES","2835","94.4","0","5.3","0.4","0","0","url:../graphs/rpart/rpart_c2174.html;D'autres informations","83"
"83- HYERES","19189","76.5","5.2","8.2","1","8.4","0.6","url:../graphs/rpart/rpart_c2180.html;D'autres informations","83"
"83- CORRENS","6299","65.5","10.6","23.4","0.5","0","0","url:../graphs/rpart/rpart_c2168.html;D'autres informations","83"
"83- TOURVES","5853","50.5","4.8","40.8","3.7","0.2","0","url:../graphs/rpart/rpart_c2196.html;D'autres informations","83"
"83- EVENOS","1847","77.7","9.3","6.1","0","6.9","0","url:../graphs/rpart/rpart_c2172.html;D'autres informations","83"
"83-LA LONDE-LES-MAURES","45037","80.2","6.5","11.1","1.2","0.9","0.2","url:../graphs/rpart/rpart_c2203.html;D'autres informations","83"
"83- CUERS","6194","86.7","5","8.1","0","0.2","0.1","url:../graphs/rpart/rpart_c2170.html;D'autres informations","83"
"83- BORMES-LES-MIMOSAS","9427","87.2","8.7","0.3","0","3.2","0.6","url:../graphs/rpart/rpart_c2160.html;D'autres informations","83"
"83- CALLAS","2429","83.7","0.7","15.6","0","0","0","url:../graphs/rpart/rpart_c2164.html;D'autres informations","83"
"83- AUPS","3701","0","0","100","0","0","0","url:../graphs/rpart/rpart_c2158.html;D'autres informations","83"
"83- PIERREFEU-DU-VAR","73473","85.5","2.8","10.4","1","0.3","0","url:../graphs/rpart/rpart_c2182.html;D'autres informations","83"
"83- BRIGNOLES","13331","64","4.2","29.1","2.6","0.2","0","url:../graphs/rpart/rpart_c2161.html;D'autres informations","83"
"83- PONTEVES","5809","58.4","5.7","31.4","3.3","1.2","0","url:../graphs/rpart/rpart_c2184.html;D'autres informations","83"
"83-LES ARCS","12657","81.1","9","7.4","0.4","2","0.1","url:../graphs/rpart/rpart_c2215.html;D'autres informations","83"
"83- BESSE-SUR-ISSOLE","3590","49","2.2","48.4","0.3","0","0","url:../graphs/rpart/rpart_c2159.html;D'autres informations","83"
"83- PUGET-VILLE","10639","97.3","1.4","1","0.3","0","0","url:../graphs/rpart/rpart_c2187.html;D'autres informations","83"
"83-LA MOTTE","22886","79.7","4.2","6.5","0.7","8.8","0.1","url:../graphs/rpart/rpart_c2205.html;D'autres informations","83"
"83- RIANS","3784","86","6","6.5","1.4","0.2","0","url:../graphs/rpart/rpart_c2189.html;D'autres informations","83"
"83- SAINT-CYR-SUR-MER","5503","79.9","5.3","10.5","0.8","3.5","0","url:../graphs/rpart/rpart_c2192.html;D'autres informations","83"
"83- RAMATUELLE","8551","77","5.3","16.1","1.6","0","0","url:../graphs/rpart/rpart_c2188.html;D'autres informations","83"
"83-LE CANNET-DES-MAURES","29805","82.7","2.5","13.7","1","0","0","url:../graphs/rpart/rpart_c2209.html;D'autres informations","83"
"83- GAREOULT","2470","91.9","3.7","3.1","0.6","0.6","0","url:../graphs/rpart/rpart_c2176.html;D'autres informations","83"
"83-LA VERDIERE","153","0","0","100","0","0","0","url:../graphs/rpart/rpart_c2207.html;D'autres informations","83"
"83-LA CADIERE-D'AZUR","15416","70.6","5.1","20","1.3","2.9","0.1","url:../graphs/rpart/rpart_c2199.html;D'autres informations","83"
"83-LA CRAU","15890","64.5","3","25.1","1.6","5.5","0.3","url:../graphs/rpart/rpart_c2201.html;D'autres informations","83"
"83- VILLECROZE","2879","58.4","6","29.2","6.4","0","0","url:../graphs/rpart/rpart_c2198.html;D'autres informations","83"
"83- CARCES","17270","68.1","2.4","25.8","2.2","1.2","0.3","url:../graphs/rpart/rpart_c2165.html;D'autres informations","83"
"84- BEDOIN","1159","93.1","1.6","0","5.3","0","0","url:../graphs/rpart/rpart_c2221.html;D'autres informations","84"
"84- VAISON-LA-ROMAINE","8785","82.6","1.7","11.6","2.2","2","0","url:../graphs/rpart/rpart_c2263.html;D'autres informations","84"
"84- ROUSSILLON","16268","86.5","2.2","8","2.8","0.6","0","url:../graphs/rpart/rpart_c2252.html;D'autres informations","84"
"84- CARPENTRAS","8297","76.3","2.1","7.3","3.7","9.2","1.4","url:../graphs/rpart/rpart_c2227.html;D'autres informations","84"
"84- BONNIEUX","5056","72.4","5.7","6.6","2.1","12.5","0.6","url:../graphs/rpart/rpart_c2223.html;D'autres informations","84"
"84- VISAN","15922","83.8","3.4","11","1.1","0.3","0.4","url:../graphs/rpart/rpart_c2269.html;D'autres informations","84"
"84- ORANGE","29680","81.3","3.7","8.2","0.4","6.1","0.4","url:../graphs/rpart/rpart_c2244.html;D'autres informations","84"
"84- PUYMERAS","1665","86.3","5.8","0","0","6.5","1.4","url:../graphs/rpart/rpart_c2248.html;D'autres informations","84"
"84- VIOLES","28581","82","1.9","10","0.3","5.3","0.4","url:../graphs/rpart/rpart_c2268.html;D'autres informations","84"
"84- SEGURET","10886","88.3","6.3","4.9","0.1","0.4","0","url:../graphs/rpart/rpart_c2256.html;D'autres informations","84"
"84- PERTUIS","4772","75.7","6","12.7","5.6","0","0","url:../graphs/rpart/rpart_c2246.html;D'autres informations","84"
"84- ROAIX","2920","93","1.2","3.7","0","2.1","0","url:../graphs/rpart/rpart_c2251.html;D'autres informations","84"
"84- VALREAS","27494","89.4","2.4","8.1","0","0","0","url:../graphs/rpart/rpart_c2264.html;D'autres informations","84"
"84- CUCURON","6578","50.1","3.1","43.8","2.1","0.8","0","url:../graphs/rpart/rpart_c2232.html;D'autres informations","84"
"84- MAZAN","6500","76.3","10.2","9.9","2.4","1.3","0","url:../graphs/rpart/rpart_c2238.html;D'autres informations","84"
"84- APT","4652","56.3","4.8","23.9","10.8","3.8","0.4","url:../graphs/rpart/rpart_c2217.html;D'autres informations","84"
"84- GIGONDAS","45865","85.3","1.4","4","0.2","9.1","0","url:../graphs/rpart/rpart_c2234.html;D'autres informations","84"
"84- TRAVAILLAN","15633","92.4","1.3","5.2","0.3","0.8","0","url:../graphs/rpart/rpart_c2260.html;D'autres informations","84"
"84- VILLARS","373","79.8","5.9","0","13.9","0.4","0","url:../graphs/rpart/rpart_c2266.html;D'autres informations","84"
"84- CAROMB","2934","85.7","5.2","6.6","0","2.2","0.3","url:../graphs/rpart/rpart_c2226.html;D'autres informations","84"
"84- CAMARET-SUR-AIGUES","6022","67.5","3","26","3.5","0","0","url:../graphs/rpart/rpart_c2225.html;D'autres informations","84"
"84- GRILLON","656","98.6","0","0","1.4","0","0","url:../graphs/rpart/rpart_c2235.html;D'autres informations","84"
"84- PERNES-LES-FONTAINES","2105","70","6.6","20.7","2.1","0.7","0.1","url:../graphs/rpart/rpart_c2245.html;D'autres informations","84"
"84- MORMOIRON","8620","79.5","2.8","9.7","4","1.4","2.6","url:../graphs/rpart/rpart_c2242.html;D'autres informations","84"
"84- ANSOUIS","1587","72","7.1","15.3","5","0.5","0","url:../graphs/rpart/rpart_c2216.html;D'autres informations","84"
"84- VACQUEYRAS","13735","79.4","3.5","6.4","0.8","9.9","0.1","url:../graphs/rpart/rpart_c2262.html;D'autres informations","84"
"84- BEDARRIDES","5681","76.7","5.7","12.9","0.9","3.5","0.3","url:../graphs/rpart/rpart_c2220.html;D'autres informations","84"
"84- ENTRECHAUX","4143","84.9","6.3","6","2.3","0.5","0","url:../graphs/rpart/rpart_c2233.html;D'autres informations","84"
"84- OPPEDE","3868","50.4","5.9","30.8","6.2","4.3","2.3","url:../graphs/rpart/rpart_c2243.html;D'autres informations","84"
"84- UCHAUX","8253","81.1","8.4","4.2","1.7","4.2","0.4","url:../graphs/rpart/rpart_c2261.html;D'autres informations","84"
"84- COURTHEZON","29240","69.9","6.1","19","1.8","2.9","0.3","url:../graphs/rpart/rpart_c2230.html;D'autres informations","84"
"84- VILLEDIEU","1352","80.6","3","2.6","0","11.8","2.1","url:../graphs/rpart/rpart_c2267.html;D'autres informations","84"
"84- RICHERENCHES","3012","95.6","4.3","0","0","0.1","0","url:../graphs/rpart/rpart_c2250.html;D'autres informations","84"
"84- SARRIANS","22143","45.6","1.4","43.9","7.2","1.8","0","url:../graphs/rpart/rpart_c2255.html;D'autres informations","84"
"84- SERIGNAN-DU-COMTAT","3831","79.3","2.9","9.9","2","5.6","0.4","url:../graphs/rpart/rpart_c2257.html;D'autres informations","84"
